availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_category,estimated_monthly_rent,annual_rent,rental_yield,future_price_5yr,roi_5yr,sqft_scaled,price_sqft_scaled,investment_score
Ready To Move,Yelahanka,1590.0,3.0,1.0,54.0,3,3396.2264150943397,Mid-Range,27000.0,324000.0,6.0,72.26418119040001,33.82255776000002,0.024821057492495958,0.01775452682935529,0.4077908237637555
Ready To Move,Kaggadasapura,1240.0,2.0,3.0,45.0,2,3629.032258064516,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.018086662048795506,0.019075765185979657,0.4032216911548855
Ready To Move,other,1200.0,2.0,2.0,54.0,2,4500.0,Mid-Range,27000.0,324000.0,6.0,72.26418119040001,33.82255776000002,0.01731701685522974,0.024018751037821404,0.40078270969800933
Ready To Move,Dodda Nekkundi,1100.0,2.0,1.0,41.16,2,3741.8181818181815,Budget,20579.999999999996,246959.99999999994,5.999999999999999,55.08136477401601,33.82255776000003,0.015392903871315325,0.01971585688921815,0.4013493995671019
Ready To Move,Koramangala,1180.0,2.0,1.0,128.0,2,10847.457627118643,Premium,64000.0,768000.0,6.0,171.29287393280003,33.822557760000024,0.016932194258446855,0.06004235069065052,0.38614237627880793
Ready To Move,Sarjapur  Road,1115.0,2.0,1.0,50.0,2,4484.304932735426,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.015681520818902485,0.02392967713565817,0.3998370416370783
Ready To Move,Bisuvanahalli,845.0,2.0,1.0,33.0,2,3905.3254437869823,Budget,16500.0,198000.0,6.0,44.16144406080001,33.822557760000024,0.010486415762333563,0.02064380639144556,0.3980343269008219
Ready To Move,other,1567.2,2.0,0.0,190.0,3,12123.532414497193,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.024382359732163475,0.06728443247646637,0.38771564284871163
Ready To Move,Channasandra,1310.0,2.0,2.0,45.0,3,3435.114503816794,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.019433541137535596,0.017975227623546697,0.4044700336331027
Ready To Move,Yelahanka,26136.0,1.0,0.0,150.0,1,573.921028466483,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.4971138305241284,0.0017371533676506274,0.6975734369674168
Ready To Move,other,959.0,2.0,1.0,42.5,2,4431.699687174139,Budget,21250.0,255000.0,6.0,56.87458704800001,33.822557760000024,0.012679904563995998,0.02363112763488761,0.3981554916844426
Ready To Move,8th Phase JP Nagar,1200.0,4.0,1.0,140.0,4,11666.666666666666,Premium,70000.0,840000.0,6.0,187.35158086400003,33.822557760000024,0.01731701685522974,0.06469159141130937,0.38451357354861415
Ready To Move,Kambipura,883.0,2.0,1.0,37.0,2,4190.260475651189,Budget,18500.0,222000.0,6.0,49.51434637120001,33.82255776000003,0.011217578696221042,0.022260892493933135,0.3978261902201594
Ready To Move,Rachenahalli,1050.0,2.0,2.0,55.5,2,5285.714285714285,Mid-Range,27750.0,333000.0,6.0,74.27151955680002,33.822557760000024,0.014430847379358118,0.02847789965019716,0.39726734856753604
21-Mar,Yelahanka,1390.0,2.0,2.0,70.21,2,5051.079136690647,Mid-Range,35104.99999999999,421259.9999999999,5.999999999999999,93.956817803296,33.822557760000024,0.02097283152466713,0.027146279469418368,0.4017251871270329
Ready To Move,Kenchenahalli,1280.0,2.0,2.0,69.0,3,5390.625,Mid-Range,34500.0,414000.0,6.0,92.33756485440001,33.822557760000024,0.018856307242361273,0.02907329733423597,0.39968446541172237
Ready To Move,Yelahanka,1614.0,3.0,2.0,95.0,3,5885.9975216852545,Mid-Range,47500.0,570000.0,6.0,127.13142987200003,33.822557760000024,0.02528284460863542,0.031884675124922,0.40241583671521247
Ready To Move,Kasturi Nagar,1000.0,2.0,0.0,58.0,2,5800.0,Mid-Range,29000.0,348000.0,6.0,77.61708350080002,33.82255776000004,0.013468790887400908,0.03139661510557038,0.39552262849021247
18-Apr,Marathahalli,1196.0,2.0,2.0,57.9,2,4841.13712374582,Mid-Range,28950.0,347400.0,6.0,77.48326094304001,33.82255776000002,0.01724005233587316,0.025954799751251804,0.3999621115010232
Ready To Move,Sarjapur  Road,1220.0,3.0,2.0,57.0,3,4672.131147540984,Mid-Range,28500.0,342000.0,6.0,76.27885792320002,33.82255776000004,0.017701839452012622,0.024995643505808345,0.4006228462688843
19-Apr,Ambalipura,950.0,2.0,1.0,31.95,2,3363.157894736842,Budget,15975.0,191700.0,6.0,42.75630720432001,33.82255776000003,0.0125067343954437,0.017566853715417437,0.40047729915109925
Ready To Move,other,1141.0,2.0,1.0,55.0,2,4820.333041191937,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.016181790194720234,0.025836730756531208,0.39937438181421964
Ready To Move,5th Phase JP Nagar,1200.0,2.0,2.0,51.0,2,4250.0,Mid-Range,25500.0,306000.0,6.0,68.24950445760001,33.822557760000024,0.01731701685522974,0.022599931024792755,0.40135023770322076
Ready To Move,Kasavanhalli,1380.0,2.0,2.0,55.0,3,3985.5072463768115,Mid-Range,27500.0,330000.0,6.0,73.60240676800001,33.82255776000002,0.020780420226275687,0.02109886057622621,0.40402870790527495
Ready To Move,Doddathoguru,855.0,2.0,1.0,32.0,2,3742.690058479532,Budget,16000.0,192000.0,6.0,42.82321848320001,33.822557760000024,0.010678827060725007,0.01972080503344222,0.39851897422305815
18-Sep,Chandapura,645.0,1.0,1.0,16.45,1,2550.3875968992247,Budget,8225.0,98700.0,6.0,22.013810751520005,33.82255776000003,0.006638189794504733,0.012954154657148364,0.39880125201384353
Ready To Move,Chandapura,922.0,2.0,1.0,36.0,2,3904.5553145336225,Budget,18000.0,216000.0,6.0,48.176120793600006,33.82255776000002,0.011967982759947666,0.02063943569225642,0.398925015379066
Ready To Move,other,1200.0,2.0,2.0,43.2,2,3600.0,Budget,21600.0,259200.0,6.0,57.81134495232001,33.822557760000024,0.01731701685522974,0.018910998990918262,0.4028258105167705
Ready To Move,other,1240.0,2.0,2.0,65.0,3,5241.935483870968,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.018086662048795506,0.028229442689390302,0.3995602201535212
18-Aug,7th Phase JP Nagar,1070.0,2.0,2.0,42.0,2,3925.233644859813,Budget,21000.0,252000.0,6.0,56.20547425920001,33.822557760000024,0.014815669976140998,0.020756791007867686,0.40058668558253757
Ready To Move,other,1293.0,2.0,2.0,75.0,2,5800.46403712297,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.019106441930270147,0.031399248646197815,0.398904165699683
Ready To Move,R.T. Nagar,1380.0,2.0,1.0,50.0,3,3623.1884057971015,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.020780420226275687,0.019042599687778893,0.4048512122606539
Ready To Move,Yelahanka New Town,1599.0,3.0,2.0,80.0,3,5003.126954346467,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.024994227661048255,0.02687413740550508,0.40424688163442696
Ready To Move,Nehru Nagar,967.0,2.0,2.0,41.1,2,4250.258531540848,Budget,20550.0,246600.0,6.0,55.001071239360016,33.82255776000003,0.012833833602709153,0.02260139826368937,0.39865974085614975
Ready To Move,other,1885.0,3.0,3.0,90.0,3,4774.535809018567,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.030497190795043486,0.02557681863833562,0.4080675870216918
Ready To Move,other,860.0,2.0,2.0,65.5,2,7616.279069767442,Mid-Range,32750.0,393000.0,6.0,87.65377533280002,33.82255776000004,0.010775032709920727,0.04170450747929481,0.38978321663423454
Ready To Move,Yelahanka,1075.0,1.0,0.0,19.5,1,1813.953488372093,Budget,9750.0,117000.0,6.0,26.095398763200006,33.822557760000024,0.014911875625336721,0.008774684851327536,0.4054372514346711
Ready To Move,Sarjapur  Road,1050.0,2.0,1.0,63.5,2,6047.619047619048,Mid-Range,31750.0,381000.0,6.0,84.97732417760001,33.82255776000002,0.014430847379358118,0.03280192254704638,0.3955377394087964
Ready To Move,Marathahalli,1595.0,3.0,2.0,88.0,3,5517.241379310345,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.02491726314169168,0.029791880746006947,0.4030336055866123
Ready To Move,Sarjapur  Road,1350.0,2.0,2.0,102.0,2,7555.555555555556,Premium,51000.0,612000.0,6.0,136.49900891520002,33.822557760000024,0.020203186331101363,0.04135988453039379,0.3955779579865033
Ready To Move,Hebbal,1204.0,2.0,2.0,45.0,2,3737.5415282392028,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.017393981374586316,0.01969158568247157,0.4025597545517632
Ready To Move,Sarjapur  Road,2990.0,4.0,,240.0,4,8026.755852842809,Luxury,120000.0,1440000.0,6.0,321.1741386240001,33.82255776000003,0.05175863926729777,0.04403407817813861,0.4134415522891232
Ready To Move,Sarjapur  Road,1035.0,2.0,2.0,49.0,2,4734.299516908212,Budget,24500.0,294000.0,6.0,65.57305330240001,33.822557760000024,0.014142230431770954,0.02534846641235067,0.3983459516941223
18-Dec,ITPL,1000.0,2.0,1.0,29.95,2,2995.0,Budget,14975.0,179700.0,6.0,40.07985604912001,33.82255776000004,0.013468790887400908,0.01547745455938893,0.401890292708685
Ready To Move,Sarjapur  Road,1457.0,3.0,3.0,85.0,3,5833.905284831846,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.022261987223889786,0.03158903709223782,0.40072157749743875
Ready To Move,Haralur Road,1194.0,2.0,2.0,47.0,2,3936.348408710218,Budget,23500.0,282000.0,6.0,62.896602147200014,33.822557760000024,0.017201570076194876,0.020819870405431852,0.4019929938835442
21-Dec,Bannerghatta,1100.0,2.0,1.0,66.0,2,6000.0,Mid-Range,33000.0,396000.0,6.0,88.32288812160002,33.822557760000024,0.015392903871315325,0.0325316711159933,0.3962230738763919
18-Mar,Whitefield,1655.0,3.0,3.0,120.0,3,7250.755287009063,Premium,60000.0,720000.0,6.0,160.58706931200004,33.82255776000003,0.02607173093204033,0.03963005764643271,0.39979101550065116
Ready To Move,Kanakpura Road,1691.2,3.0,1.0,115.0,3,6799.905392620624,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.02676825983221735,0.03707135823431203,0.4012324126056056
18-Jun,Ramagondanahalli,1215.0,2.0,1.0,46.1,2,3794.238683127572,Budget,23050.0,276600.0,6.0,61.69219912736001,33.822557760000024,0.017605633802816902,0.020013357914621183,0.40255803711584165
Ready To Move,Kanakpura Road,1155.0,2.0,0.0,50.125,2,4339.82683982684,Mid-Range,25062.5,300750.0,6.0,67.07855707720002,33.82255776000003,0.016451166012468252,0.023109723497006514,0.40062681020867835
22-Jun,Hoodi,1639.0,3.0,2.0,129.0,3,7870.65283709579,Premium,64500.0,774000.0,6.0,172.63109951040005,33.82255776000004,0.025763872854614022,0.043148149846794624,0.39819906377405057
18-Apr,Sarjapur  Road,1685.0,3.0,1.0,135.0,3,8011.86943620178,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.02664896482721465,0.04394959359472832,0.3984095414584375
Ready To Move,Hormavu,1100.0,2.0,3.0,38.0,2,3454.5454545454545,Budget,19000.0,228000.0,6.0,50.85257194880001,33.82255776000003,0.015392903871315325,0.018085503710610684,0.40200154083854495
19-Sep,Marathahalli,2122.0,3.0,2.0,125.0,3,5890.66918001885,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.03505733856692064,0.03191118809427295,0.4082699279024432
Ready To Move,Vasanthapura,1050.0,2.0,2.0,47.0,2,4476.190476190476,Budget,23500.0,282000.0,6.0,62.896602147200014,33.822557760000024,0.014430847379358118,0.023883625322294866,0.39910505829869697
Ready To Move,Kengeri,1230.0,2.0,2.0,45.0,2,3658.5365853658536,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.017894250750404066,0.019243210506163996,0.4030392662477769
Ready To Move,5th Phase JP Nagar,1240.0,3.0,2.0,60.0,3,4838.709677419355,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.018086662048795506,0.02594102331353764,0.4004755879038623
16-Oct,Electronic City Phase II,1252.0,2.0,3.0,65.0,3,5191.693290734825,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.018317555606865234,0.02794430417291026,0.3998128116949551
Ready To Move,other,1374.0,2.0,2.0,88.0,3,6404.657933042213,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.020664973447240824,0.0348282182113177,0.39846769678381744
18-Jul,8th Phase JP Nagar,500.0,1.0,1.0,30.0,1,6000.0,Budget,15000.0,180000.0,6.0,40.14676732800001,33.82255776000003,0.0038482259678288304,0.0325316711159933,0.3892962671343
18-Dec,Hebbal,1355.0,3.0,2.0,83.87,3,6189.667896678967,Mid-Range,41935.0,503220.0,6.0,112.23697919331202,33.822557760000024,0.020299391980297083,0.03360808954654198,0.3987363993695615
Ready To Move,Banashankari,1040.0,2.0,3.0,45.0,2,4326.923076923077,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.014238436080966674,0.02303649102880157,0.3993284652370594
Ready To Move,Sarjapur  Road,1350.0,2.0,2.0,68.0,2,5037.037037037037,Mid-Range,34000.0,408000.0,6.0,90.99933927680001,33.822557760000024,0.020203186331101363,0.027066586621364432,0.40129527715011504
18-Apr,Whitefield,4003.0,6.0,3.0,300.0,4,7494.379215588308,Luxury,150000.0,1800000.0,6.0,401.4676732800001,33.82255776000003,0.07124990379435081,0.041012691668516295,0.426344865609204
Ready To Move,Hennur,2400.0,3.0,,135.0,3,5625.0,Premium,67500.0,810000.0,6.0,180.66045297600004,33.82255776000003,0.04040637266220272,0.030403441096450334,0.41208244715874154
Ready To Move,Haralur Road,1560.0,3.0,1.0,90.0,3,5769.2307692307695,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.024243823597321634,0.031221991103966864,0.40205749771680627
17-Jul,Anandapura,1151.0,2.0,1.0,43.16,2,3749.7827975673326,Budget,21580.0,258960.0,6.0,57.75781592921601,33.822557760000024,0.016374201493111674,0.019761058314102065,0.40192009757022623
Ready To Move,Uttarahalli,1360.0,2.0,2.0,47.59,3,3499.264705882353,Budget,23795.0,285540.0,6.0,63.68615523798402,33.822557760000024,0.020395597629492803,0.018339297985668485,0.4049016393834283
Ready To Move,other,1250.0,2.0,2.0,60.0,2,4800.0,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.018279073347186946,0.025721335053455786,0.4006789099869299
19-Dec,Chandapura,1110.0,2.0,2.0,29.97,3,2700.0,Budget,14985.0,179820.0,6.0,40.106620560672006,33.822557760000024,0.015585315169706765,0.013803246944015123,0.403829890324218
Ready To Move,Hennur Road,1015.0,2.0,2.0,50.0,2,4926.108374384236,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.013757407834988071,0.026437035395003243,0.3976796305429916
Ready To Move,Kadugodi,1351.0,2.0,2.0,78.0,3,5773.501110288675,Mid-Range,39000.0,468000.0,6.0,104.38159505280002,33.822557760000024,0.020222427460940506,0.031246226485388513,0.3996349658824089
Ready To Move,Yelahanka New Town,960.0,2.0,2.0,50.0,2,5208.333333333333,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.012699145693835144,0.02803874107473591,0.3964039909864067
18-May,other,1110.0,2.0,2.0,52.0,2,4684.684684684685,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.015585315169706765,0.02506688834474347,0.3993244337639267
Ready To Move,R.T. Nagar,1680.0,3.0,2.0,72.0,3,4285.714285714285,Mid-Range,36000.0,432000.0,6.0,96.35224158720001,33.82255776000002,0.02655275917801893,0.02280261959808256,0.4068106076675783
Ready To Move,Arekere,2400.0,3.0,1.0,180.0,3,7500.0,Premium,90000.0,1080000.0,6.0,240.88060396800006,33.82255776000003,0.04040637266220272,0.0410445911941652,0.40782598711965556
18-Apr,other,11000.0,5.0,3.0,2000.0,4,18181.81818181818,,1000000.0,12000000.0,6.0,2676.4511552000004,33.82255776000002,0.20588008927884244,0.10166690084175298,0.4828612932306043
18-Mar,other,1350.0,3.0,2.0,48.6,3,3600.0,Budget,24300.0,291600.0,6.0,65.03776307136002,33.82255776000003,0.020203186331101363,0.018910998990918262,0.4045575122022935
Ready To Move,Horamavu Banaswadi,1254.0,2.0,2.0,47.0,2,3748.006379585327,Budget,23500.0,282000.0,6.0,62.896602147200014,33.822557760000024,0.018356037866543523,0.019750976644564572,0.4031132320621003
Ready To Move,Haralur Road,1255.0,3.0,2.0,115.0,3,9163.346613545817,Premium,57500.0,690000.0,6.0,153.89594142400003,33.822557760000024,0.01837527899638267,0.05048454904977415,0.39083134777791995
Ready To Move,CV Raman Nagar,1051.0,2.0,3.0,61.0,2,5803.996194100856,Mid-Range,30500.0,366000.0,6.0,81.63176023360002,33.82255776000003,0.01445008850919726,0.03141929462623535,0.39610233525502425
Ready To Move,other,1200.0,3.0,1.0,205.0,3,17083.333333333332,Luxury,102500.0,1230000.0,6.0,274.33624340800003,33.82255776000002,0.01731701685522974,0.09543269169359679,0.3722171334356991
Ready To Move,Uttarahalli,1099.0,2.0,2.0,65.0,2,5914.467697907188,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.015373662741476179,0.03204625134811453,0.3964056971056399
Ready To Move,Hebbal,2650.0,4.0,3.0,199.0,3,7509.433962264151,Premium,99500.0,1194000.0,6.0,266.30688994240006,33.82255776000003,0.04521665512198876,0.04109813157201534,0.41069074044438714
18-May,other,2000.0,2.0,1.0,160.0,4,8000.0,Premium,80000.0,960000.0,6.0,214.11609241600004,33.822557760000024,0.03270992072654506,0.0438822312202225,0.40207305994783804
Ready To Move,Yeshwanthpur,1541.0,2.0,2.0,130.0,2,8436.080467229072,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.023878242130377897,0.04635710999700447,0.395784101279425
18-May,Sarjapur  Road,1200.0,3.0,2.0,70.0,3,5833.333333333333,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.01731701685522974,0.03158579110730753,0.39775589367021486
Ready To Move,Whitefield,1125.0,2.0,2.0,45.0,2,4000.0,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.01587393211729393,0.021181111011764103,0.40105191486567077
Ready To Move,Vittasandra,1650.0,3.0,2.0,85.0,3,5151.515151515152,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.02597552528284461,0.02771628198086577,0.4044988023773605
Ready To Move,other,834.0,1.0,1.0,62.0,1,7434.052757793765,Mid-Range,31000.0,372000.0,6.0,82.96998581120002,33.82255776000003,0.01027476333410298,0.040670322125980186,0.38989672915006973
Ready To Move,Gollarapalya Hosahalli,1320.0,3.0,2.0,60.0,3,4545.454545454545,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.01962595243592704,0.02427671831291752,0.40206488413638924
Ready To Move,Malleshpalya,1200.0,3.0,1.0,149.0,3,12416.666666666666,Premium,74500.0,894000.0,6.0,199.39561106240004,33.822557760000024,0.01731701685522974,0.06894805145039531,0.38281098953297976
19-Apr,Mysore Road,1500.0,3.0,2.0,74.0,3,4933.333333333333,Mid-Range,37000.0,444000.0,6.0,99.02869274240003,33.82255776000003,0.023089355806972987,0.026478039060404395,0.40326239786002205
Ready To Move,Whitefield,4400.0,5.0,2.0,500.0,4,11363.636363636364,Luxury,250000.0,3000000.0,6.0,669.1127888000001,33.82255776000002,0.07888863234049104,0.06297180957733525,0.4221444555733605
Ready To Move,other,600.0,1.0,0.0,52.0,1,8666.666666666666,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.005772338951743246,0.04766575125496557,0.38439710286905976
Ready To Move,Whitefield,1180.0,2.0,2.0,70.0,2,5932.203389830508,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.016932194258446855,0.0321469063666974,0.3973005540083892
Ready To Move,Kadugodi,1010.0,2.0,1.0,50.0,2,4950.495049504951,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.013661202185792351,0.02657543660585323,0.39756654666913416
Ready To Move,Channasandra,1070.0,2.0,1.0,38.0,2,3551.4018691588785,Budget,19000.0,228000.0,6.0,50.85257194880001,33.82255776000003,0.014815669976140998,0.01863519098838559,0.4014353255903304
Ready To Move,Choodasandra,1580.0,3.0,3.0,105.0,3,6645.569620253164,Premium,52500.0,630000.0,6.0,140.51368564800003,33.82255776000003,0.024628646194104518,0.03619545950406729,0.4002990039148358
Ready To Move,other,1200.0,5.0,,325.0,4,27083.333333333332,Luxury,162500.0,1950000.0,6.0,434.92331272000007,33.822557760000024,0.01731701685522974,0.1521854922147428,0.34951601322724074
Ready To Move,Green Glen Layout,2000.0,3.0,,165.0,3,8250.0,Premium,82500.0,990000.0,6.0,220.80722030400005,33.82255776000003,0.03270992072654506,0.045301051233251156,0.4015055319426266
